CODIGO;NOMBRE;LABORATORIO;CATEGORIA;SUBCATEGORIA;PVP_AI;PVP_FARMACIA
957753;CARIBAN 24 CAPS;ITARMON;R06AA;;16,95;19,78
962373;CARNICOR 30% SOLU 40 ML I;SIGMA-TAU;A16AA;;9,8;0,00
658241;CARVEDILOL CINFA 6.25MG 28COMP;CINFA;C07AG;;1,85;0,00
659188;CARVEDILOL NORMON 25MG 28CO;NORMON;C07AG;;4,12;0,00
659187;CARVEDILOL NORMON 6.25MG 28CO;NORMON;C07AG;;1,85;2,50
808121;CASENGLICOL 17.62 G POL 16 SOB;CASEN RECORDATI;A06AD;;14,2;0,00
706880;CASENLAX 500 MGML 200 ML;CASEN RECORDATI;A06AD;;8,15;15,28
725448;CASENLAX 500 MGML 500 ML;CASEN RECORDATI;A06AD;;12,4;30,55
687012;CASENLAX POLVO 4G 30 SOBRES;CASEN RECORDATI;A06AD;;7,95;0,00
709807;CASENLAX SOL ORAL 10G 20SOBRES;CASEN RECORDATI;A06AD;;9,3;0,00
679910;CASODEX 50 MG 30 COMP;ASTRAZENECA;L02BB;;85,4;0,00
694060;CEFALEXINA 500 28CAP;SABATER;J01DB;;6,15;0,00
693803;CEFIXIMA NORMON 200MG 14CAP;NORMON;J01DD;;12,4;8,04
650286;CEFIXIMA NORMON 400 MG 10 CAPS;NORMON;J01DD;;16,8;0,00
674945;CEFTRIAXONA NORMON 1 G IM VIAL;NORMON;J01DD;;5,12;0,00
674952;CEFTRIAXONA NORMON 500 MG IM;NORMON;J01DD;;3,4;0,00
694027;CEFUROXIMA NORMON 500MG 10CO;NORMON;J01DC;;6,15;0,00
694028;CEFUROXIMA NORMON 500MG 15CO;NORMON;J01DC;;8,9;0,00
694029;CEFUROXIMA NORMON 500MG 20CO;NORMON;J01DC;;11,4;0,00
871988;CELEBREX 200 MG 30 CAP;VIATRIS;M01AH;;18,45;22,28
701793;CELECOXIB CINFA 200MG 30CAP;CINFA;M01AH;;10,8;0,00
702116;CELECOXIB NORMON 200MG 30CAP;NORMON;M01AH;;10,8;22,28
656808;CELECREM 0.05MGG CR 30 G;ALMIRALL;D07AC;;5,4;2,44
727875;CELESTODERM GENTAMIC CR 30 G;MSD;D07CC;;6,25;0,00
806745;CELESTONE CRONODOSE VIAL;MSD;H02AB;;4,12;8,88
720461;CELLMUNE 1MGG 60GR;CANTABRIA LABS;D11AH;;46,74;0,00
656957;CERAZET 28 COMP;ORGANON;G03AC;;12,4;3,98
656964;CERAZET 3X28 COMP;ORGANON;G03AC;;32,15;0,00
700525;CERTICAN 0.25 MG 60 COM;NOVARTIS;L04AD;;125,4;0,00
700528;CERTICAN 0.5 MG 60 COM;NOVARTIS;L04AD;;248,15;0,00
700529;CERTICAN 0.75 MG 60 COM;NOVARTIS;L04AD;;365,2;0,00
700530;CERTICAN 1 MG 60 COM;NOVARTIS;L04AD;;482,1;0,00
650800;CETIRIZINA CINFA 10 MG 20 COMP;CINFA;R06AE;;4,2;3,12
660066;CETIRIZINA KERN 10 MG 20 COMP;KERN PHARMA;R06AE;;4,2;0,00
654536;CETIRIZINA NORMON 10 MG 20 COM;NORMON;R06AE;;4,2;3,12
652710;CETIRIZINA TEVA 1MG SOLU 200ML;TEVA;R06AE;;7,1;0,00
693174;CETRAFLUX 3MGML 20 VIALES;CASEN RECORDATI;S02AA;;8,49;0,00
654677;CETRAXAL OTICO 1.2MG0.4ML 20V;SALVAT;S02AA;;9,8;0,00
682617;CETRAXAL OTICO GOT 10 ML;SALVAT;S02AA;;7,4;7,51
866103;CETRAXAL PLUS GOT 10 ML;SALVAT;S02CA;;11,2;7,91
677662;CIALIS 20 MG 12 COMP;LILLY;G04BE;;142,5;0,00
872309;CIALIS 20 MG 8 COMP;LILLY;G04BE;;98,4;0,00
660439;CIALIS 5 MG 28 COMP;LILLY;G04BE;;115,2;0,00
967612;CICLOCHEM 1% CR 30 G;FERRER;D01AE;;7,45;0,00
656346;CICLOCHEM CHAMPU 1.5 % 100 ML;FERRER;D01AE;;11,8;12,57
926527;CICLOCHEM CR 60 G;FERRER;D01AE;;12,15;0,00
697647;CICLOCHEM UNAS 6G;FERRER;D01AE;;19,4;0,00
667857;CICLOCHEM UNAS SOLU 3 G;FERRER;D01AE;;14,2;7,54
946178;CICLOFALINA 800 MG 60 COMP;ALMIRALL;N06BX;;11,4;7,93
686296;CICLOPIROX OLAMINA CHAMP15MGG;ISDIN;D01AE;;10,8;0,00
991265;CIDINE 1 MG 50 COMP;ALMIRALL;A03FA;;10,25;6,73
700420;CILOSTAZOL CINFA 100MG 56COM;CINFA;B01AC;;18,4;0,00
700190;CILOSTAZOL NORMON 100MG 56COMP;NORMON;B01AC;;18,4;0,00
783613;CINFAMAR INF 10 COMP;CINFA;R06AA;;4,95;0,00
665362;CINFAMAR INFAN 12.5MG SOL ORAL;CINFA;R06AA;;6,3;6,15
659767;CINFAMUCOL 50 MG 200 ML;CINFA;R05CB;;9,95;0,00
730287;CINFAMUCOL ACETIL FORT600MG20C;CINFA;R05CB;;5,48;7,26
702359;CINFATOS 15MG 18SOB;CINFA;R05DA;;6,95;0,00
730492;CINFATOS 15MG 20COM BUC;CINFA;R05DA;;6,4;9,48
751636;CINFATOS 20 PASTILLAS;CINFA;R05DA;;5,8;8,35
703377;CINFATOS EXPECTORANTE 18SOB;CINFA;R05FB;;7,2;10,30
719053;CINFATOS EXPECTORANTE 200ML;CINFA;R05FB;;7,15;9,80
718655;CINFATOS JARABE 200ML;CINFA;R05DA;;6,25;9,48
693352;CINITAPRIDA NORMON 1MG 50COMP;NORMON;A03FA;;7,45;0,00
695618;CIPROFLOX NORMON 250MG 14COM;NORMON;J01MA;;3,15;0,00
695621;CIPROFLOX NORMON 500MG 14COM;NORMON;J01MA;;6,8;2,31
695622;CIPROFLOX NORMON 750MG 14COM;NORMON;J01MA;;11,2;3,28
694498;CIPROFLOXACINO TEVAGEN 500 14C;TEVA;J01MA;;6,8;0,00
683784;CIRCADIN 2 MG 30 COM;EXELTIS;N05CH;;24,15;31,57
654396;CITALOPRAM CINFA 20 MG 28 COMP;CINFA;N06AB;;6,45;0,00
654397;CITALOPRAM CINFA 20 MG 56 COMP;CINFA;N06AB;;12,3;10,24
822403;CITALOPRAM MABO 10 MG 28 COMP;MABO;N06AB;;4,2;2,56
762837;CITALOPRAM NORMON 10MG 28COM;NORMON;N06AB;;4,2;0,00
714987;CITALOPRAM NORMON 20MG 56CO;NORMON;N06AB;;12,3;0,00
650472;CITALOPRAM RATIO 10MG 28COM;RATIO;N06AB;;4,2;0,00
682434;CITARABINA ACCORD 100MG/ML 10;ACCORD;L01BC;;18,5;0,00
729674;CITICOLINA CINFA 1G 30SOB;CINFA;N06BX;;28,4;48,55
733073;CITICOLINA NORMOGEN 1GR 30SOL;NORMON;N06BX;;28,4;0,00
660393;CITRAFLEET POLVO 2 SOBR;CASEN RECORDATI;A06AD;;16,3;52,73
762763;CITRAFLEET SOL ORAL 2 X 160 ML;CASEN RECORDATI;A06AD;;17,45;0,00
763425;CLARITROMICINA NORMON 500 14CO;NORMON;J01FA;;10,25;0,00
763532;CLARITROMICINA NORMON 500 21CO;NORMON;J01FA;;14,8;0,00
650256;CLARITROMICINA SDZ 25MGML 100M;SANDOZ;J01FA;;8,9;4,68
984088;CLAVERSAL 500 MG 100 COMP;FAES FARMA;A07EC;;24,15;0,00
675520;CLAVERSAL ESPUMA RECTAL 14 G;FAES FARMA;A07EC;;18,4;0,00
952481;CLEBORIL 0.5 MG 60 COMP;ALMIRALL;A03FA;;6,3;0,00
953224;CLEBORIL SOLU 250 ML;ALMIRALL;A03FA;;7,45;0,00
714093;CLENSIA 4+4 SOBRES;ALMIRALL;A06AD;;16,5;0,00
671975;CLEXANE 40 MG 10 JGAS;SANOFI;B01AB;;23,1;38,29
671995;CLEXANE 40 MG 30 JGAS;SANOFI;B01AB;;68,45;114,90
671997;CLEXANE 60 MG 10 JGAS;SANOFI;B01AB;;34,2;0,00
672593;CLEXANE 60 MG 30 JGAS;SANOFI;B01AB;;102,15;0,00
670570;CLIMEN 21 GRAG;BAYER;G03HB;;10,85;0,00
904920;CLIMODIEN 2/2 MG 28 COMP;BAYER;G03FA;;14,2;12,46
939587;CLINADIL 45 CAPS;FERRER;C04AX;;9,3;0,00
691691;CLINWAS GEL 30 G;FERRER;D10AF;;5,4;3,12
691709;CLINWAS SOLU 30 ML;FERRER;D10AF;;4,25;3,12
651086;CLIPPER 5 MG 30 COMP;CHIESI;A07EC;;42,15;0,00
672498;CLOPERASTINA NORM 120ML;NORMON;R05DB;;4,2;7,65
672499;CLOPERASTINA NORM 200ML;NORMON;R05DB;;6,1;8,60
663283;CLOPIDOGREL CINFA 75MG 28;CINFA;B01AC;;4,25;16,25
690037;CLOPIDOGREL CINFA 75MG 50;CINFA;B01AC;;7,4;29,00
728668;CLOPIDOGREL NORM 75MG 84;NORMON;B01AC;;12,3;48,74
672422;CLOPIDOGREL NORM 75MG 28;NORMON;B01AC;;4,25;16,25
713577;CLOPIDOGREL NORM 75MG 50;NORMON;B01AC;;7,4;29,00
731515;CLORMETINIL STADA 21 CO;STADA;G03AA;;10,8;13,10
656671;CLORURO MORFICO 1% 1 AMP;SERRA PAMIES;N02AA;;1,15;0,00
700694;CLOTRIMAZOL CANESMED 30G;BAYER;D01AC;;8,45;3,39
700688;CLOTRIMAZOL G-CANE 100MG;BAYER;G01AF;;6,95;0,00
700691;CLOTRIMAZOL G-CANE 20MG;BAYER;G01AF;;9,2;3,14
700689;CLOTRIMAZOL G-CANE 500MG;BAYER;G01AF;;8,4;0,00
952036;CLOVATE 0.5 MG CR 30 G;GLAXOSMITHKLINE;D07AC;;4,12;2,61
728934;CLOVATE CHAMPU 125 ML;GLAXOSMITHKLINE;D07AC;;11,3;0,00
780643;CO-DIOVAN 160/12.5 MG 28;NOVARTIS;C09DA;;14,8;11,99
661200;CO-DIOVAN 320/12.5 MG 28;NOVARTIS;C09DA;;19,45;23,96
657353;CO-DIOVAN 80/12.5 MG 28;NOVARTIS;C09DA;;12,4;5,99
650389;CO-DIOVAN FORTE 160/25MG;NOVARTIS;C09DA;;14,8;11,99
661221;CO-DIOVAN FORTE 320/25MG;NOVARTIS;C09DA;;19,45;23,96
669549;COD EFFERALGAN 20 COMP;UPSA;N02AJ;;5,12;2,50
796052;CODEISAN 20 COMP;ERN;R05DA;;3,85;0,00
703194;COLCHICINA SEID 0.5MG 20;SEID;M04AC;;2,4;0,00
654130;COLCHICINA SEID 1 MG 40;SEID;M04AC;;4,15;0,00
653445;COLIRCUSI DEXAM 0.1%;ALCON;S01BA;;3,25;0,00
653437;COLIRCUSI FENILEF 10%;ALCON;S01FB;;4,8;0,00
672096;COLIRCUSI GENTADEXA;ALCON;S01CA;;3,21;0,00
653470;COLIRCUSI GENTAMIC 0.3%;ALCON;S01AA;;3,45;0,00
654826;COLIROFTA ATROPINA 0.5%;ALLERGAN;S01FA;;4,2;0,00
654825;COLIROFTA CICLOPEJICO 1%;ALLERGAN;S01FA;;4,65;4,57
653486;COLIROFTA TROPICAMIDA 1%;ALLERGAN;S01FA;;4,3;5,35
653113;COLPOTROFIN CR VAG 30 G;THERAMEX;G03CA;;16,8;9,80
653511;COMBIGAN COLIRIO 5 ML;ALLERGAN;S01ED;;18,45;15,67
659384;COMPETACT 15/850 MG 56;TAKEDA;A10BD;;42,3;0,00
662849;CONBRIZA 20MG 28COMP;PFIZER;G03XC;;32,45;34,41
713792;CONCERTA 18 MG 30 COMP;JANSSEN;N06BA;;35,12;9,44
722215;CONCERTA 36 MG 30 COMP;JANSSEN;N06BA;;52,4;18,90
722314;CONCERTA 54 MG 30 COMP;JANSSEN;N06BA;;68,15;0,00
815241;CONDROSAN 60 CAPS;BIOIBERICA;M01AX;;19,8;11,63
815217;CONDROSULF 400 MG 60;IBSA;M01AX;;19,8;11,63
716318;COSDUO 20/5 MG/ML 5ML;THEA;S01ED;;14,25;0,00
993188;COSLAN 250 MG 20 CAPS;PFIZER;M01AG;;3,95;1,67
840702;COSOPT COLI 5 ML;SANTEN;S01ED;;14,4;12,11
723444;COSOPT PF 10ML;SANTEN;S01ED;;16,85;0,00
681528;COULDINA 20 COMP;ALTER (JUVENTUS);N02BE;;10,65;14,94
702151;COULDINA PARACETAMOL 20;ALTER (JUVENTUS);N02BE;;8,95;14,94
715140;COULDINA IBUPROFENO 20;ALTER (JUVENTUS);R05X;;11,92;15,20
689380;COULDINA INSTANT 20 SOB;ALTER (JUVENTUS);N02BA;;10,2;14,94
661872;CRESTOR 10 MG 28 COMP;ASTRAZENECA;C10AA;;12,4;9,52
661873;CRESTOR 20 MG 28 COMP;ASTRAZENECA;C10AA;;24,15;19,05
661858;CRESTOR 5 MG 28 COMP;ASTRAZENECA;C10AA;;6,8;4,76
884817;CRISTALMINA FILM 30 G;SALVAT;D08AC;;8,25;0,00
787341;CRISTALMINA SOL 25 ML;SALVAT;D08AC;;6,4;0,00
661250;CRISTALMINA SPRAY 25 ML;SALVAT;D08AC;;7,15;7,06
699470;CROMATONBIC B12 8 AMP;MENARINI;B03BA;;8,45;3,12
738344;CUATROCREM CR 30 G;REIG JOFRE;D07CC;;13,29;0,00
973883;CUSICROM FUERTE 10 ML;ALCON;S01GX;;6,15;0,00
952937;CUSIMOLOL 0.5 % 5 ML;ALCON;S01ED;;3,85;0,00
716819;CYCLOGEST 400 MG 15 OV;GEDEO RICHTER;G03DA;;24,15;16,67
651478;CYMBALTA 30 MG 28 CAPS;LILLY;N06AX;;14,8;0,00
651479;CYMBALTA 60 MG 28 CAPS;LILLY;N06AX;;28,45;0,00
990317;CYTOTEC 200 MCG 40 COM;PFIZER;A02BB;;10,25;0,00
762331;DABIGATRAN CINFA 150MG;CINFA;B01AE;;65,4;0,00
995233;DACORTIN 30 MG 30 COMP;MERCK;H02AB;;5,45;3,76
739284;DACORTIN 5 MG 30 COMP;MERCK;H02AB;;2,15;0,00
654860;DAFIRO HCT 5/160/12.5MG;NOVARTIS;C09DX;;16,8;0,00
816207;DAFLON 500 MG 30 COMP;SERVIER;C05CA;;10,25;0,00
655365;DAFLON 500 MG 60 COMP;SERVIER;C05CA;;18,4;22,00
725197;DAIVOBET 80 GR;LEO PHARMA;D05AX;;62,15;59,59
748970;DAIVOBET PDA 60 G;LEO PHARMA;D05AX;;48,3;44,69
733038;DAIVONEX CREMA 120 G;LEO PHARMA;D05AX;;42,1;0,00
955419;DAKTARIN ORAL GEL 40 G;JOHNSON&JOHNSON;A01AB;;6,85;0,00
654138;DAKTARIN TOPICO 2% 40G;JOHNSON&JOHNSON;D01AC;;8,12;0,00
654278;DALACIN 150 MG 24 CAP;PFIZER;J01FF;;8,15;3,29
654286;DALACIN 300 MG 24 CAP;PFIZER;J01FF;;15,2;0,00
765875;DALACIN EMUL 30 ML;PFIZER;D10AF;;9,45;3,12
764111;DALINGO 165MG 30 COMP;LUNDBECK;N03AX;;58,66;0,00
764113;DALINGO 82.5MG 30 COMP;LUNDBECK;N03AX;;35,84;0,00
732185;DALPARAN 10 MG 28 COMP;ALTER;N05CF;;4,2;0,00
660782;DALSY 40 MG/ML 150ML;RECKITT BENCKISER;M01AE;;5,8;6,59
666107;DALSY 20 MG/ML 150 ML;RECKITT BENCKISER;M01AE;;3,95;7,71
679845;DALSYDOL 400 MG 30 COMP;RECKITT BENCKISER;M01AE;;7,2;0,00
661172;DAPAROX GOTAS 20 ML;ANGELINI;N06AB;;14,25;0,00
881722;DARSTIN GEL 80 G;SEID;G03DB;;11,4;15,96
740456;DEANXIT 30 GRAG;LUNDBECK;N06CA;;6,15;8,73
990325;DECAPEPTYL 3.75 MG AMP;IPSEN;L02AE;;115,2;0,00
745174;DECAPEPTYL 0.1 MG 7 V;IPSEN;L02AE;;32,45;0,00
668889;DECAPEPTYL 11.25 MG;IPSEN;L02AE;;285,4;0,00
963330;DECLOBAN PDA 15 G;ALMIRALL;D07AC;;3,12;0,00
963348;DECLOBAN PDA 30 G;ALMIRALL;D07AC;;5,15;2,61
679562;DEFLAZACORT CINFA 30 MG;CINFA;H02AB;;14,1;0,00
679488;DEFLAZACORT NORM 6 MG;NORMON;H02AB;;4,2;0,00
719559;DEFLAZACORT VIR 30MG;VIR;H02AB;;14,1;2,67
759250;DELTIUS GOTAS 10ML;ITALFARMACO;A11CC;;9,8;9,37
701220;DELTIUS GOTAS 10ML;ITALFARMACO;A11CC;;9,8;0,00
726634;DELTIUS 25000 UI 4 CAP;ITALFARMACO;A11CC;;10,25;9,37
701218;DELTIUS 25000 UI 4X2.5;ITALFARMACO;A11CC;;10,25;9,37
701217;DELTIUS 25000 UI 1X2.5;ITALFARMACO;A11CC;;4,12;2,50
762758;DELTIUS 25000 UI 8 CAP;ITALFARMACO;A11CC;;18,4;0,00
730308;DELTIUS 50000 UI 2 CAP;ITALFARMACO;A11CC;;10,25;9,37
697784;DEMILOS 1000 UI 30 BUC;ITALFARMACO;A12AX;;12,4;9,01
728979;DEMILOS 2000 UI 30 BUC;ITALFARMACO;A12AX;;14,15;18,01
993600;DENTISPRAY 5 ML;LABORATORIOS ERN;N01BA;;7,45;0,00
741561;DENUBIL 20X5 ML BEBIB;PIERRE FABRE;N06BX;;12,3;11,40
690016;DENVAR 400 MG 10 CAPS;MERCK;J01DD;;16,8;0,00
803494;DENVAR SUSP 50 ML;MERCK;J01DD;;8,95;0,00
650006;DEPAKINE 200 MG 40 COMP;SANOFI;N03AG;;2,45;0,00
650005;DEPAKINE 500 MG 100 COMP;SANOFI;N03AG;;11,2;12,05
671149;DEPAKINE CRONO 500 MG 100;SANOFI;N03AG;;14,35;0,00
671081;DEPAKINE SOLU 40 ML;SANOFI;N03AG;;3,15;0,00
702350;DEPRAX 100 MG 30 COMP;ANGELINI;N06AX;;4,2;3,17
702351;DEPRAX 100 MG 60 COMP;ANGELINI;N06AX;;7,95;6,32
706957;DERATIN COMPLEX MENTA 30;LABORATORIOS ERN;R02AA;;7,45;0,00
706955;DERATIN COMPLEX MIEL-LIM 30;LABORATORIOS ERN;R02AA;;7,45;0,00
791780;DERCUTANE 10 MG 50 CAPS;PIERRE FABRE;D10BA;;14,8;17,09
791962;DERCUTANE 20 MG 50 CAPS;PIERRE FABRE;D10BA;;28,45;0,00
700998;DERCUTANE 30 MG 50 CAPS;PIERRE FABRE;D10BA;;39,2;51,28
660861;DERCUTANE 5 MG 50 CAPS;PIERRE FABRE;D10BA;;8,15;8,55
672802;DERIPIL SOLUCION 70 ML;ALMIRALL;D10AF;;6,8;3,75
743344;DERMOFIX GEL 100 G;FERRER;D01AC;;11,4;7,18
811737;DERMOFIX CR 30 G;FERRER;D01AC;;6,25;6,79
651539;DERMOFIX CR 60 G;FERRER;D01AC;;9,8;0,00
741819;DERMOSA AUREOMIC 3% 15 G;LABORATORIOS ERN;D06AA;;4,3;2,37
830471;DERMOSA HIDROC 1% 30 G;LABORATORIOS ERN;D07AA;;5,12;0,00
849760;DERMOVAGISIL CREMA 20 GR;COMBE PHARMA;D04AA;;8,95;10,07
965590;DESENFRIOL C 10 SOBR;BAYER;N02BE;;8,95;12,86
691280;DESLORATADINA FLAS 5MG 20;CINFA;R06AX;;6,15;6,63
689510;DESLORATADINA NORM 5MG 20;NORMON;R06AX;;6,15;6,63
689514;DESLORATADINA NORM 120ML;NORMON;R06AX;;7,4;0,00
733336;DESVENLAFAXINA STADA 50MG;STADA;N06AX;;18,4;0,00
727781;DEVIK 25000UI 4 STICKS;SHIRE;A11CC;;10,25;0,00
654123;DEXAFREE 1MG/ML 20 UNID;THEA;S01BA;;14,8;0,00
731436;DEXAMETASONA ABDRUG 4MG;ABDRUG;H02AB;;5,12;0,00
713561;DEXAMETASONA KRKA 20MG;KRKA;H02AB;;24,15;0,00
699073;DEXKETOPROFENO CINFA 25MG;CINFA;M01AE;;4,8;0,00
698669;DEXKETOPROFENO NORM 25MG;NORMON;M01AE;;4,8;0,00
730483;DEXKETOPROFENO NORM CAPS;NORMON;M01AE;;4,8;0,00
726569;DEXULAC BARNIZ UNAS 7ML;ITALFARMACO;D01AE;;18,45;0,00
980219;DEZACOR 30 MG 10 COMP;FAES FARMA;H02AB;;14,1;0,00
665624;DIAMICRON 60 MG 60 COMP;SERVIER;A10BB;;8,45;11,18
855304;DIANE 35 DIARIO 28 COMP;BAYER;G03HB;;10,25;0,00
710218;DIAZEPAM CINFA 5MG 30COM;CINFA;N05BA;;1,45;0,00
711189;DIAZEPAM CINFA 5MG 40COM;CINFA;N05BA;;1,85;0,00
731012;DIAZEPAM NORMON 10MG 25C;NORMON;N05BA;;1,9;0,00
731013;DIAZEPAM NORMON 10MG 30C;NORMON;N05BA;;2,15;1,92
731011;DIAZEPAM NORMON 2.5MG 40;NORMON;N05BA;;1,4;1,55
731046;DIAZEPAM NORMON 5MG 30C;NORMON;N05BA;;1,45;1,50
731047;DIAZEPAM NORMON 5MG 40C;NORMON;N05BA;;1,85;1,89
958421;DIAZEPAN PRODES 10 MG 30;KERN PHARMA;N05BA;;2,15;0,00
851402;DIAZEPAN PRODES 2.5 MG 40;KERN PHARMA;N05BA;;1,4;1,55
958413;DIAZEPAN PRODES 5 MG 30;KERN PHARMA;N05BA;;1,45;1,50
658351;DICLOFENACO CINFA 50 MG;CINFA;M01AB;;3,12;1,65
684324;DICLOFENACO LEPORI 30 MON;ANGELINI;S01BC;;12,4;7,52
665067;DICLOFENACO LEPORI 5 ML;ANGELINI;S01BC;;4,25;0,00
656712;DICLOFENACO NORM 50MG DIS;NORMON;M01AB;;3,12;0,00
680421;DICLOFENACO NORMON 50MG;NORMON;M01AB;;3,12;1,65
758232;DIFENADEX 25MG 10CAP;NORMON;R06AA;;4,38;0,00
693207;DIFENADOL 400 MG 20 SOB;NORMON;M01AE;;4,8;6,10
759281;DIFENADOL 400MG 20 COMP;NORMON;M01AE;;4,2;4,90
728605;DIFENATIL 1G 10COMP;NORMON;N02BE;;3,56;3,95
800136;DIFFERINE 0.1 % GEL 50 G;GALDERMA;D10AD;;18,4;0,00
952200;DIFUR 120 MG 24 CAPS;INDUSTRIAL FARMACEUTICA CANTABRIA;D11AX;;28,15;12,22
762328;DIFUR 120 MG 96 CAPS;INDUSTRIAL FARMACEUTICA CANTABRIA;D11AX;;85,3;0,00
972489;DIGOXINA KERN 0.25 MG 50;KERN PHARMA;C01AA;;2,85;2,50
688677;DILIBAN 75/650 MG 20 COM;BIAL;N02AJ;;3,15;0,00
688678;DILIBAN 75/650 MG 60 COM;BIAL;N02AJ;;8,4;0,00
725315;DIMETRIO 2MG 28COM;EXELTIS;G03DB;;21,3;10,58
720631;DIOVAN 160 MG 28 COMP;NOVARTIS;C09CA;;14,8;16,30
659091;DIOVAN 320 MG 28 COM;NOVARTIS;C09CA;;19,45;0,00
715581;DIOVAN 80 MG 28 COMP;NOVARTIS;C09CA;;12,4;8,15
745851;DIPROGENTA CR 30 G;MSD;D07CC;;5,45;14,96
694031;DIPROGENTA CR 50 GR;MSD;D07CC;;8,1;0,00
729556;DISBRON CAP 25000 UI;ARISTO;A11CC;;4,12;9,37
746081;DISNEUMON PERNASAL;LABORATORIOS ERN;R01AA;;6,25;0,00
771196;DISOLGAS 30 CAPS;MABO;A03AX;;6,8;0,00
654161;DISTRANEURINE 192 MG 30;CHEPLAPHARM;N05CM;;10,25;8,27
971812;DITROPAN 5 MG 60 COMP;SANOFI;G04BD;;6,15;0,00
727565;DIZINEL 20/40 MG 20 COMP;KERN PHARMA;N07CA;;6,4;11,71
741116;DOBUPAL RETARD 75 MG 30;ALMIRALL;N06AX;;14,8;9,59
683748;DOLALGIAL 125 MG 20 COMP;OPELLA HEALTHCARE (SANOFI);M01AE;;8,15;7,42
672670;DOLOCATIL 1 G 40 COMP;FERRER;N02BE;;5,4;2,50
696643;DOLOCATIL CODEINA 30 COMP;FERRER;N02AJ;;6,25;0,00
696906;DOLOMEDIL 20 COMP;FERRER;N02AJ;;5,1;0,00
654658;DOLOTREN INY 6X3 ML;NOVARTIS;M01AB;;3,45;0,00
990721;DOLOTREN RETARD 100 MG;NOVARTIS;M01AB;;5,8;0,00
700680;DOLQUINE 200 MG 30 COMP;CONCORDIA;P01BA;;6,15;12,16
970640;DOMPERIDONA GAMIR 10 MG;LABORATORIOS GAMIR;A03FA;;4,12;0,00
656289;DOMPERIDONA PENSA 10 MG;PENSA PHARMA;A03FA;;4,12;0,00
685822;DONEPEZILO NORM 10MG 28;NORMON;N06DA;;18,3;0,00
685814;DONEPEZILO NORM 5MG 28;NORMON;N06DA;;12,4;0,00
650887;DORMICUM 7.5 MG 20 COMP;ROCHE;N05CD;;4,25;2,65
687015;DORMIDINA 12.5 MG 14 C;ESTEVE;R06AA;;7,45;10,45
687016;DORMIDINA 25 MG 14 C;ESTEVE;R06AA;;9,8;10,45
851451;DORMODOR 30 MG 30 CAPS;FERRER;N05CD;;10,15;0,00
710401;DOSTINEX 0.5MG 2 COMP;PFIZER;G02CB;;14,2;0,00
710402;DOSTINEX 0.5MG 8 COMP;PFIZER;G02CB;;48,12;16,52
870642;DOXAZOSINA CINFA 4 MG;CINFA;C02CA;;8,4;7,27
685518;DOXAZOSINA NEO 8MG 28C;TEVA;C02CA;;14,8;14,55
685799;DOXAZOSINA NEO 4MG 28C;CINFA;C02CA;;8,4;0,00
661003;DOXAZOSINA NEO 8MG 28C;TEVA;C02CA;;14,8;14,55
871293;DOXAZOSINA NORM 2 MG 28;NORMON;C02CA;;4,25;3,64
871285;DOXAZOSINA NORM 4 MG 28;NORMON;C02CA;;8,4;0,00
693766;DOXICICLINA NORM 14GRA;NORMON;J01AA;;2,15;2,50
693767;DOXICICLINA NORM 21GRA;NORMON;J01AA;;3,12;0,00
693768;DOXICICLINA NORM 42GRA;NORMON;J01AA;;5,45;7,21
694057;DOXICLAT 100 MG 14 COMP;PIERRE FABRE;J01AA;;4,2;0,00
654770;DROGLICAN 200/250 MG 90 CAPS;BIOIBERICA;M01AX;;24,19;17,80
697139;DROSBELALLE 30/0.02MG 84C;EFFIK;G03AA;;32,4;0,00
694773;DROSPIL 28 COM 24 + 4;ARISTO;G03AA;;12,3;0,00
668066;DROSURE DIARIO 3 X 28 COMP;EFFIK;G03AA;;38,12;0,00
668074;DROSURELLE DIARIO 3 X 28 COMP;EFFIK;G03AA;;38,12;49,92
731440;DROVELIS 3/14.2MG 28 COM;GEDEON RICHTER;G03AA;;18,45;0,00
704827;DUAC GEL 30G;GLAXOSMITHKLINE;D10AF;;18,4;0,00
704828;DUAC GEL 60 G;GLAXOSMITHKLINE;D10AF;;32,15;0,00
728933;DUCRESSA 1+5 MG/ML 5ML;SANTEN;S01CA;;14,8;0,00
748483;DULCOLAXO 5MG 30COM;OPELLA HEALTHCARE;A06AB;;8,95;0,00
705617;DULOXETINA NORMON 30 MG;NORMON;N06AX;;7,45;0,00
705620;DULOXETINA NORMON 60 MG;NORMON;N06AX;;14,8;0,00
731511;DUOCLIN GEL 30G;FERRER;D10AF;;18,4;26,91
731512;DUOCLIN GEL 60G;FERRER;D10AF;;32,15;0,00
700698;DUODART 0.5/0.4MG 30 CAP;GLAXOSMITHKLINE;G04CA;;24,15;20,15
725069;DUOFEMME 28 COMP;NOVO NORDISK;G03FB;;16,8;7,66
703828;DUOKOPT 10ML;THEA;S01ED;;14,25;0,00
723297;DUORESP SPIROMAX 160/4.5MG;TEVA;R03AK;;42,15;39,56
748590;DUPHALAC SOLU 200 ML;VIATRIS;A06AD;;4,2;0,00
698109;DUPHALAC 50 STICKS;VIATRIS;A06AD;;14,25;15,64
748582;DUPHALAC SOLU 800 ML;VIATRIS;A06AD;;10,8;13,25
698110;DUPHALAC STICK 10X15 ML;VIATRIS;A06AD;;4,12;4,42
